"Dim1","Dim2"
0.402427494377315,0.145861320854337
0.404819750330404,0.128696089334934
0.407212006283493,0.111530857815531
0.409604262236581,0.0943656262961285
0.412528280142838,0.0772846105414601
0.415557016092519,0.0602201791062526
0.4185857520422,0.043155747671045
0.421614487991882,0.0260913162358374
0.438165107475672,0.023280377789028
0.439864111869577,0.00610021623185036
0.428033578265388,0.000991538290460808
0.410727424557231,0.00192164876210111
0.393430498796488,0.00262892046388176
0.376289961059857,7.35510982575369e-05
0.359179041229093,-0.00268044312921669
0.342068121398329,-0.00543443735669092
0.324957201567565,-0.00818843158416515
0.307836797217317,-0.0108808438154467
0.290690172163433,-0.0134030077517001
0.273507923540593,-0.0156549366763451
0.256293448936183,-0.0176624041739389
0.239078974331772,-0.0196698716715328
0.221864499727362,-0.0216773391691266
0.204566685931044,-0.0227363897288611
0.187265919770412,-0.023761841782793
0.16996515360978,-0.0247872938367248
0.152664387449148,-0.0258127458906567
0.135363621288515,-0.0268381979445885
0.118062855127883,-0.0278636499985204
0.100762088967251,-0.0288891020524522
0.0834613228066185,-0.0299145541063841
0.0661379989667931,-0.0302407994283642
0.0488071123973113,-0.0303326273955164
0.0314762258278296,-0.0304244553626686
0.014145339258348,-0.0305162833298208
-0.00318044302225758,-0.0301383495271103
-0.0205043666100845,-0.0296448373962826
-0.0378182849316231,-0.0288726366355446
-0.0551322032531616,-0.0281004358748065
-0.0724402868257586,-0.0272206709768771
-0.0897361426451598,-0.0261154863161631
-0.107031998464561,-0.0250103016554491
-0.124321583917992,-0.0238164461364432
-0.141591158795159,-0.022360602666508
-0.158844150444812,-0.0207168295450722
-0.176096818012852,-0.0190695519587227
-0.193334838627995,-0.0172818563687623
-0.210554589290885,-0.0153201609877984
-0.227774339953774,-0.0133584656068345
-0.24498828428972,-0.0113492626932088
-0.26217362203211,-0.00910599981521609
-0.2793589597745,-0.00686273693722337
-0.29654429751689,-0.00461947405923063
-0.31372782230198,-0.00236297525803067
-0.33088340476641,9.75230585613207e-05
-0.348038987230839,0.00255802137515331
-0.365194569695269,0.00501851969174529
-0.382334496903169,0.00758575087679381
-0.399474046067817,0.0101555594479536
-0.416614242484967,0.0127210390829317
-0.433764189903286,0.0152201460970057
-0.450938864151701,0.0175380541645117
-0.468136406509929,0.0196857502549155
-0.485333948868158,0.0218334463453193
-0.502531491226386,0.023981142435723
-0.519729033584614,0.0261288385261268
-0.536926575942843,0.0282765346165306
-0.554131843325062,0.0303513230012006
-0.571402001771814,0.0317981521380034
-0.588695575358625,0.0329232681043072
-0.606025747983303,0.0331054176546434
-0.623355920607979,0.0332875672049796
-0.640686093232656,0.0334697167553159
-0.658016265857333,0.0336518663056521
-0.67534643848201,0.0338340158559883
-0.692637080460728,0.0327071218519769
-0.709924683088217,0.031479580792049
-0.727212285715707,0.0302520397321212
-0.744499888343196,0.0290244986721934
-0.761727974934638,0.0271497948105312
-0.778871139810997,0.0246186752017126
-0.795997798743979,0.0219643173786062
-0.813124457676961,0.0193099595554998
-0.830251116609944,0.0166556017323933
-0.847377775542926,0.0140012439092869
-0.864504434475908,0.0113468860861804
-0.881566409801311,0.00830830896425766
-0.898595883411065,0.00508882294402376
-0.915625357020819,0.00186933692378987
-0.932654830630573,-0.00135014909644403
-0.949685132830901,-0.00456523633929334
-0.96672680160232,-0.00771950344602207
-0.983769255652693,-0.0108695544933399
-1.00081218017568,-0.0140170095614442
-1.01787619063441,-0.0170481164094824
-1.03495819256519,-0.0199752443123194
-1.05206283679254,-0.0227679504400271
-1.06916748101988,-0.0255606565677349
-1.08629774764772,-0.0281901519506057
-1.10343531861957,-0.0307731197871831
-1.12059587625804,-0.0331935612583177
-1.137777580377,-0.0354644873311199
-1.15495928449597,-0.0377354134039221
-1.17214935086794,-0.0399359988752033
-1.18938458614201,-0.0417566379682805
-1.20662654585506,-0.0435025082897867
-1.22391005759467,-0.0447863632686032
-1.24119356933428,-0.0460702182474197
-1.25847933020425,-0.0473111260218514
-1.27580240067957,-0.0478396058862086
-1.29312547115489,-0.0483680857505658
-1.3104485416302,-0.0488965656149231
-1.32777161210552,-0.0494250454792803
-1.34510013197691,-0.0496038418867939
-1.36242985611523,-0.0494583433193901
-1.37975673004433,-0.0490881015642636
-1.397078105749,-0.0485067192827645
-1.41439948145368,-0.0479253370012653
-1.43172085715835,-0.0473439547197662
-1.44903089206324,-0.0464962042019705
-1.46633900085096,-0.0456032138032291
-1.48364710963868,-0.0447102234044878
-1.5009552184264,-0.0438172330057465
-1.51825791421122,-0.0428249728814417
-1.53555519275064,-0.0417442168392764
-1.55284735310106,-0.0405826437357171
-1.57013951345149,-0.0394210706321579
-1.58743167380192,-0.0382594975285987
-1.60472168029605,-0.0370675779712732
-1.62200455449381,-0.0357751689321927
-1.63928742869157,-0.0344827598931123
-1.65656877180951,-0.0331708267641248
-1.67384110964491,-0.0317445002378331
-1.69111344748031,-0.0303181737115414
-1.70837715798366,-0.0287940232486701
-1.72563252498035,-0.0271752670997553
-1.74288789197703,-0.0255565109508406
-1.76013481307181,-0.0238545415902231
-1.77736353467603,-0.0219732618278939
-1.79459225628025,-0.0200919820655647
-1.81182097788447,-0.0182107023032355
-1.82904969948868,-0.0163294225409064
-1.84627475511683,-0.0144150469550693
-1.86349744066769,-0.0124792889118031
-1.88071952081956,-0.0105381508686493
-1.8979429298242,-0.008608874726852
-1.91516762120081,-0.00669104557899322
-1.93239482066539,-0.00479591464848257
-1.94962299700469,-0.00290964804960858
-1.96685250780165,-0.00103561276029606
